	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
332234	Netherlands/ZH-EMC-844/2020	EPI_ISL_632708	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332235	Netherlands/ZH-EMC-845/2020	EPI_ISL_632709	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332240	Netherlands/ZH-EMC-850/2020	EPI_ISL_632718	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332252	Netherlands/ZH-EMC-862/2020	EPI_ISL_632747	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332277	Netherlands/ZH-EMC-888/2020	EPI_ISL_632767	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332279	Netherlands/ZH-EMC-890/2020	EPI_ISL_632768	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332287	Netherlands/ZH-EMC-898/2020	EPI_ISL_632788	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332291	Netherlands/ZH-EMC-902/2020	EPI_ISL_632792	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332292	Netherlands/ZH-EMC-903/2020	EPI_ISL_632793	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332293	Netherlands/ZH-EMC-904/2020	EPI_ISL_632794	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332294	Netherlands/ZH-EMC-905/2020	EPI_ISL_632795	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332297	Netherlands/ZH-EMC-908/2020	EPI_ISL_722703	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332300	Netherlands/ZH-EMC-912/2020	EPI_ISL_722706	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332303	Netherlands/ZH-EMC-915/2020	EPI_ISL_722464	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332304	Netherlands/ZH-EMC-916/2020	EPI_ISL_722708	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332313	Netherlands/ZH-EMC-925/2020	EPI_ISL_722337	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332318	Netherlands/ZH-EMC-930/2020	EPI_ISL_722441	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332328	Netherlands/ZH-EMC-940/2020	EPI_ISL_722499	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332329	Netherlands/ZH-EMC-941/2020	EPI_ISL_722596	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332330	Netherlands/ZH-EMC-942/2020	EPI_ISL_722330	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332331	Netherlands/ZH-EMC-943/2020	EPI_ISL_722494	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332336	Netherlands/ZH-EMC-948/2020	EPI_ISL_722382	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332337	Netherlands/ZH-EMC-949/2020	EPI_ISL_722285	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332375	Netherlands/ZH-EMC-989/2020	EPI_ISL_722286	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
332439	Netherlands/ZH-RIVM-10342/2021	EPI_ISL_905038	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332478	Netherlands/ZH-RIVM-10687/2021	EPI_ISL_904926	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332486	Netherlands/ZH-RIVM-10752/2021	EPI_ISL_904932	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332495	Netherlands/ZH-RIVM-10846/2021	EPI_ISL_943099	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332516	Netherlands/ZH-RIVM-11027/2021	EPI_ISL_943216	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332544	Netherlands/ZH-RIVM-11313/2021	EPI_ISL_943536	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332550	Netherlands/ZH-RIVM-11368/2021	EPI_ISL_943542	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332582	Netherlands/ZH-RIVM-20454/2020	EPI_ISL_728673	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332584	Netherlands/ZH-RIVM-20490/2020	EPI_ISL_728705	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332586	Netherlands/ZH-RIVM-20492/2020	EPI_ISL_728707	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332609	Netherlands/ZH-RIVM-20712/2020	EPI_ISL_790778	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332619	Netherlands/ZH-RIVM-20773/2020	EPI_ISL_790914	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332620	Netherlands/ZH-RIVM-20774/2020	EPI_ISL_790915	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332621	Netherlands/ZH-RIVM-20775/2020	EPI_ISL_790916	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332628	Netherlands/ZH-RIVM-20837/2020	EPI_ISL_790892	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332629	Netherlands/ZH-RIVM-20838/2020	EPI_ISL_790893	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332630	Netherlands/ZH-RIVM-20839/2020	EPI_ISL_790894	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332631	Netherlands/ZH-RIVM-20840/2020	EPI_ISL_790895	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332632	Netherlands/ZH-RIVM-20841/2020	EPI_ISL_790896	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332633	Netherlands/ZH-RIVM-20842/2020	EPI_ISL_790897	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332635	Netherlands/ZH-RIVM-20844/2020	EPI_ISL_790899	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332646	Netherlands/ZH-RIVM-20905/2020	EPI_ISL_790940	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332650	Netherlands/ZH-RIVM-20924/2020	EPI_ISL_790952	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332654	Netherlands/ZH-RIVM-20990/2020	EPI_ISL_791009	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332655	Netherlands/ZH-RIVM-21018/2020	EPI_ISL_791034	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332656	Netherlands/ZH-RIVM-21020/2020	EPI_ISL_791036	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332657	Netherlands/ZH-RIVM-21021/2020	EPI_ISL_791037	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332661	Netherlands/ZH-RIVM-21093/2020	EPI_ISL_824034	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
332666	Netherlands/ZH-RIVM-21236/2020	EPI_ISL_824158	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
333298	NewZealand/20CV0376/2020	EPI_ISL_579114	LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
333333	NewZealand/20CV0464/2020	EPI_ISL_622772	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
333344	NewZealand/20CV0486/2020	EPI_ISL_622818	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
333412	NewZealand/20CV0613/2020	EPI_ISL_682291	LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
334665	NorthMacedonia/29304/2020	EPI_ISL_954611	General Hospital - Struga	"Research Center for Genetic Engineering and Biotechnology ""Georgi D. Efremov” , Macedonian Academy of Sciences and Arts"	Aleksandar J. Dimovski et al
334695	NorthMacedonia/31225/2021	EPI_ISL_959289	General Hospital - Ohrid	"Research Center for Genetic Engineering and Biotechnology ""Georgi D. Efremov” , Macedonian Academy of Sciences and Arts"	Aleksandar J. Dimovski et al
335976	NorthernIreland/NIRE-2362BE/2021	EPI_ISL_920989	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336034	NorthernIreland/NIRE-245BFD/2021	EPI_ISL_921047	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336044	NorthernIreland/NIRE-245CCD/2021	EPI_ISL_921057	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336078	NorthernIreland/NIRE-246084/2021	EPI_ISL_921094	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336079	NorthernIreland/NIRE-246093/2021	EPI_ISL_921095	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336082	NorthernIreland/NIRE-246190/2021	EPI_ISL_921100	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336095	NorthernIreland/NIRE-2462AC/2021	EPI_ISL_921115	Regional Virus Laboratory, Belfast Health and Social Care Trust	COVID-19 Genomics UK (COG-UK) Consortium	Conall McCaughey et al
336660	NorthernIreland/QEUH-95EB81/2020	EPI_ISL_532520	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336695	NorthernIreland/QEUH-960876/2020	EPI_ISL_532031	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336699	NorthernIreland/QEUH-960DB3/2020	EPI_ISL_532128	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336729	NorthernIreland/QEUH-9620F4/2020	EPI_ISL_531751	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336738	NorthernIreland/QEUH-96220D/2020	EPI_ISL_531627	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336739	NorthernIreland/QEUH-96221C/2020	EPI_ISL_531712	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336797	NorthernIreland/QEUH-96410E/2020	EPI_ISL_536931	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336805	NorthernIreland/QEUH-964380/2020	EPI_ISL_822324	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
336867	NorthernIreland/QEUH-969E02/2020	EPI_ISL_530880	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336877	NorthernIreland/QEUH-96A9D3/2020	EPI_ISL_531393	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
336971	NorthernIreland/QEUH-96CB17/2020	EPI_ISL_822329	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
337037	NorthernIreland/QEUH-96DB61/2020	EPI_ISL_530718	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
337068	NorthernIreland/QEUH-96EA90/2020	EPI_ISL_530451	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
337193	Norway/0277/2021	EPI_ISL_842637	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337194	Norway/0278/2021	EPI_ISL_842636	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337195	Norway/0280/2021	EPI_ISL_842635	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337196	Norway/0281/2021	EPI_ISL_842634	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337207	Norway/0388/2021	EPI_ISL_860268	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337210	Norway/0433/2021	EPI_ISL_860271	Ostfold Hospital Trust - Kalnes, Centre for Laboratory Medicine, Section for gene technology and infection serology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337225	Norway/0539/2021	EPI_ISL_860288	Department of Medical Microbiology, St. Olavs hospital	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337231	Norway/0591/2021	EPI_ISL_906816	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337249	Norway/0800/2021	EPI_ISL_906805	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337327	Norway/1560/2021	EPI_ISL_964966	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337331	Norway/1575/2021	EPI_ISL_965015	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337362	Norway/1865/2021	EPI_ISL_964987	Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337695	Norway/3543/2020	EPI_ISL_590936	Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337775	Norway/3824/2020	EPI_ISL_590976	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337795	Norway/3913/2020	EPI_ISL_591018	Department of Medical Microbiology - section Molde, Molde Hospital	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337796	Norway/3915/2020	EPI_ISL_591019	Department of Medical Microbiology - section Molde, Molde Hospital	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337801	Norway/3977/2020	EPI_ISL_590951	Akershus University Hospital, Department for Microbiology and Infectious Disease Control	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337802	Norway/3978/2020	EPI_ISL_590952	Akershus University Hospital, Department for Microbiology and Infectious Disease Control	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337805	Norway/3984/2020	EPI_ISL_590953	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337806	Norway/3985/2020	EPI_ISL_590954	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337807	Norway/3986/2020	EPI_ISL_590955	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337808	Norway/3987/2020	EPI_ISL_590956	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337809	Norway/3990/2020	EPI_ISL_590957	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337810	Norway/3992/2020	EPI_ISL_590958	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337811	Norway/4003/2020	EPI_ISL_590959	Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
